Código IBGE;UF;MUNICiPIO;CoDIGO_NACIONAL
2108256;MA;PEDRO DO ROSÁRIO;98
2108207;MA;PEDREIRAS;99
2108108;MA;PAULO RAMOS;98
2108058;MA;PAULINO NEVES;98
2108009;MA;PASTOS BONS;99
2107902;MA;PASSAGEM FRANCA;99
2107803;MA;PARNARAMA;99
2107704;MA;PARAIBANO;99
2107605;MA;PALMEIRÂNDIA;98
2107506;MA;PAÇO DO LUMIAR;98
2107456;MA;OLINDA NOVA DO MARANHÃO;98
2107407;MA;OLHO D'ÁGUA DAS CUNHÃS;98
2107357;MA;NOVA OLINDA DO MARANHÃO;98
2107308;MA;NOVA IORQUE;99
2107258;MA;NOVA COLINAS;99
2107209;MA;NINA RODRIGUES;98
2107100;MA;MORROS;98
2107001;MA;MONTES ALTOS;99
2106904;MA;MONÇÃO;98
2106805;MA;MIRINZAL;98
2106755;MA;MIRANDA DO NORTE;98
2106706;MA;MIRADOR;99
2106672;MA;MILAGRES DO MARANHÃO;98
2106631;MA;MATÕES DO NORTE;98
2106607;MA;MATÕES;99
2106508;MA;MATINHA;98
2106409;MA;MATA ROMA;98
2106375;MA;MARANHÃOZINHO;98
2106359;MA;MARAJÁ DO SENA;98
2106326;MA;MARACAÇUMÉ;98
2106300;MA;MAGALHÃES DE ALMEIDA;98
2106201;MA;LUÍS DOMINGUES;98
2106102;MA;LORETO;99
2106003;MA;LIMA CAMPOS;99
2105989;MA;LAJEADO NOVO;99
2105963;MA;LAGOA GRANDE DO MARANHÃO;99
2105948;MA;LAGO DOS RODRIGUES;99
2105922;MA;LAGOA DO MATO;99
2105906;MA;LAGO VERDE;99
2105807;MA;LAGO DO JUNCO;99
2105708;MA;LAGO DA PEDRA;99
2105658;MA;JUNCO DO MARANHÃO;98
2105609;MA;JOSELÂNDIA;99
2105500;MA;JOÃO LISBOA;99
2105476;MA;JENIPAPO DOS VIEIRAS;99
2105450;MA;JATOBÁ;99
2105427;MA;ITINGA DO MARANHÃO;99
2105401;MA;ITAPECURU MIRIM;98
2105351;MA;ITAIPAVA DO GRAJAÚ;99
2105302;MA;IMPERATRIZ;99
2105203;MA;IGARAPÉ GRANDE;99
2105153;MA;IGARAPÉ DO MEIO;98
2105104;MA;ICATU;98
2105005;MA;HUMBERTO DE CAMPOS;98
2104909;MA;GUIMARÃES;98
2104800;MA;GRAJAÚ;99
2104701;MA;GRAÇA ARANHA;99
2104677;MA;GOVERNADOR NUNES FREIRE;98
2104651;MA;GOVERNADOR NEWTON BELLO;98
2104628;MA;GOVERNADOR LUIZ ROCHA;99
2104602;MA;GOVERNADOR EUGÊNIO BARROS;99
2104552;MA;GOVERNADOR EDISON LOBÃO;99
2104503;MA;GOVERNADOR ARCHER;99
2104404;MA;GONÇALVES DIAS;99
2104305;MA;GODOFREDO VIANA;98
2104206;MA;FORTUNA;99
2104107;MA;FORTALEZA DOS NOGUEIRAS;99
2104099;MA;FORMOSA DA SERRA NEGRA;99
2104081;MA;FERNANDO FALCÃO;99
2104073;MA;FEIRA NOVA DO MARANHÃO;99
2104057;MA;ESTREITO;99
2104008;MA;ESPERANTINÓPOLIS;99
2103901;MA;DUQUE BACELAR;98
2103802;MA;DOM PEDRO;99
2103752;MA;DAVINÓPOLIS;99
2103703;MA;CURURUPU;98
2103604;MA;COROATÁ;99
2103554;MA;CONCEIÇÃO DO LAGO-AÇU;98
2103505;MA;COLINAS;99
2103406;MA;COELHO NETO;98
2103307;MA;CODÓ;99
2103257;MA;CIDELÂNDIA;99
2103208;MA;CHAPADINHA;98
2103174;MA;CENTRO NOVO DO MARANHÃO;98
2103158;MA;CENTRO DO GUILHERME;98
2103125;MA;CENTRAL DO MARANHÃO;98
2103109;MA;CEDRAL;98
2103000;MA;CAXIAS;99
2102903;MA;CARUTAPERA;98
2102804;MA;CAROLINA;99
2102754;MA;CAPINZAL DO NORTE;99
2102705;MA;CANTANHEDE;98
2102606;MA;CÂNDIDO MENDES;98
2102556;MA;CAMPESTRE DO MARANHÃO;99
2102507;MA;CAJARI;98
2102408;MA;CAJAPIÓ;98
2102374;MA;CACHOEIRA GRANDE;98
2102358;MA;BURITIRANA;99
2102325;MA;BURITICUPU;98
2102309;MA;BURITI BRAVO;99
2102200;MA;BURITI;98
2102150;MA;BREJO DE AREIA;98
2102101;MA;BREJO;98
2102077;MA;BOM LUGAR;99
2102036;MA;BOM JESUS DAS SELVAS;98
2102002;MA;BOM JARDIM;98
2101970;MA;BOA VISTA DO GURUPI;98
2101939;MA;BERNARDO DO MEARIM;99
2101905;MA;BEQUIMÃO;98
2101806;MA;BENEDITO LEITE;99
2101772;MA;BELA VISTA DO MARANHÃO;98
2101731;MA;BELÁGUA;98
2101707;MA;BARREIRINHAS;98
2101608;MA;BARRA DO CORDA;99
2101509;MA;BARÃO DE GRAJAÚ;99
2101400;MA;BALSAS;99
2101350;MA;BACURITUBA;98
2101301;MA;BACURI;98
2101251;MA;BACABEIRA;98
2101202;MA;BACABAL;99
2101103;MA;AXIXÁ;98
2101004;MA;ARARI;98
2100956;MA;ARAME;99
2100907;MA;ARAIOSES;98
2100873;MA;ARAGUANÃ;98
2100832;MA;APICUM-AÇU;98
2100808;MA;ANAPURUS;98
2100709;MA;ANAJATUBA;98
2100600;MA;AMARANTE DO MARANHÃO;99
2100550;MA;AMAPÁ DO MARANHÃO;98
2100501;MA;ALTO PARNAÍBA;99
2100477;MA;ALTO ALEGRE DO PINDARÉ;98
2100436;MA;ALTO ALEGRE DO MARANHÃO;99
2100402;MA;ALTAMIRA DO MARANHÃO;98
2100303;MA;ALDEIAS ALTAS;99
2100204;MA;ALCÂNTARA;98
2100154;MA;ÁGUA DOCE DO MARANHÃO;98
2100105;MA;AFONSO CUNHA;98
2100055;MA;AÇAILÂNDIA;99
1722107;TO;XAMBIOÁ;63
1722081;TO;WANDERLÂNDIA;63
1721307;TO;TUPIRATINS;63
1721257;TO;TUPIRAMA;63
1721208;TO;TOCANTINÓPOLIS;63
1721109;TO;TOCANTÍNIA;63
1721000;TO;PALMAS;63
1720978;TO;TALISMÃ;63
1720937;TO;TAIPAS DO TOCANTINS;63
1720903;TO;TAGUATINGA;63
1720853;TO;SUCUPIRA;63
1720804;TO;SÍTIO NOVO DO TOCANTINS;63
1720655;TO;SILVANÓPOLIS;63
1720309;TO;SÃO SEBASTIÃO DO TOCANTINS;63
1720259;TO;SÃO SALVADOR DO TOCANTINS;63
1720200;TO;SÃO MIGUEL DO TOCANTINS;63
1720150;TO;SÃO FÉLIX DO TOCANTINS;63
1720101;TO;SÃO BENTO DO TOCANTINS;63
1720002;TO;SANTA TEREZINHA DO TOCANTINS;63
1719004;TO;SANTA TEREZA DO TOCANTINS;63
1718907;TO;SANTA ROSA DO TOCANTINS;63
1718899;TO;SANTA RITA DO TOCANTINS;63
1718881;TO;SANTA MARIA DO TOCANTINS;63
1718865;TO;SANTA FÉ DO ARAGUAIA;63
1718840;TO;SANDOLÂNDIA;63
1718808;TO;SAMPAIO;63
1718758;TO;RIO SONO;63
1718709;TO;RIO DOS BOIS;63
1718659;TO;RIO DA CONCEIÇÃO;63
1718550;TO;RIACHINHO;63
1718501;TO;RECURSOLÂNDIA;63
1718451;TO;PUGMIL;63
1718402;TO;PRESIDENTE KENNEDY;63
1718303;TO;PRAIA NORTE;63
1718204;TO;PORTO NACIONAL;63
1718006;TO;PORTO ALEGRE DO TOCANTINS;63
1717909;TO;PONTE ALTA DO TOCANTINS;63
1717800;TO;PONTE ALTA DO BOM JESUS;63
1717503;TO;PIUM;63
1717206;TO;PIRAQUÊ;63
1717008;TO;PINDORAMA DO TOCANTINS;63
1716703;TO;COLMÉIA;63
1716653;TO;PEQUIZEIRO;63
1716604;TO;PEIXE;63
1716505;TO;PEDRO AFONSO;63
1716307;TO;PAU D'ARCO;63
1716208;TO;PARANÃ;63
1716109;TO;PARAÍSO DO TOCANTINS;63
1715754;TO;PALMEIRÓPOLIS;63
1715705;TO;PALMEIRANTE;63
1715507;TO;OLIVEIRA DE FÁTIMA;63
1715259;TO;NOVO JARDIM;63
1715150;TO;NOVO ALEGRE;63
1715101;TO;NOVO ACORDO;63
1715002;TO;NOVA ROSALÂNDIA;63
1714880;TO;NOVA OLINDA;63
1714302;TO;NAZARÉ;63
1714203;TO;NATIVIDADE;63
1713957;TO;MURICILÂNDIA;63
1713809;TO;PALMEIRAS DO TOCANTINS;63
1713700;TO;MONTE SANTO DO TOCANTINS;63
1713601;TO;MONTE DO CARMO;63
1713304;TO;MIRANORTE;63
1713205;TO;MIRACEMA DO TOCANTINS;63
1712801;TO;MAURILÂNDIA DO TOCANTINS;63
1712702;TO;MATEIROS;63
1712504;TO;MARIANÓPOLIS DO TOCANTINS;63
1712454;TO;LUZINÓPOLIS;63
1712405;TO;LIZARDA;63
1712157;TO;LAVANDEIRA;63
1712009;TO;LAJEADO;63
1711951;TO;LAGOA DO TOCANTINS;63
1711902;TO;LAGOA DA CONFUSÃO;63
1711803;TO;JUARINA;63
1711506;TO;JAÚ DO TOCANTINS;63
1711100;TO;ITAPORÃ DO TOCANTINS;63
1710904;TO;ITAPIRATINS;63
1710706;TO;ITAGUATINS;63
1710508;TO;ITACAJÁ;63
1709807;TO;IPUEIRAS;63
1709500;TO;GURUPI;63
1709302;TO;GUARAÍ;63
1709005;TO;GOIATINS;63
1708304;TO;GOIANORTE;63
1708254;TO;FORTALEZA DO TABOCÃO;63
1708205;TO;FORMOSO DO ARAGUAIA;63
1707702;TO;FILADÉLFIA;63
1707652;TO;FIGUEIRÓPOLIS;63
1707553;TO;FÁTIMA;63
1707405;TO;ESPERANTINA;63
1707306;TO;DUERÉ;63
1707207;TO;DOIS IRMÃOS DO TOCANTINS;63
1707108;TO;DIVINÓPOLIS DO TOCANTINS;63
1707009;TO;DIANÓPOLIS;63
1706506;TO;DARCINÓPOLIS;63
1706258;TO;CRIXÁS DO TOCANTINS;63
1706100;TO;CRISTALÂNDIA;63
1705607;TO;CONCEIÇÃO DO TOCANTINS;63
1705557;TO;COMBINADO;63
1705508;TO;COLINAS DO TOCANTINS;63
1705102;TO;CHAPADA DA NATIVIDADE;63
1704600;TO;CHAPADA DE AREIA;63
1704105;TO;CENTENÁRIO;63
1703909;TO;CASEARA;63
1703891;TO;CARRASCO BONITO;63
1703883;TO;CARMOLÂNDIA;63
1703867;TO;CARIRI DO TOCANTINS;63
1703842;TO;CAMPOS LINDOS;63
1703826;TO;CACHOEIRINHA;63
1703800;TO;BURITI DO TOCANTINS;63
1703701;TO;BREJINHO DE NAZARÉ;63
1703602;TO;BRASILÂNDIA DO TOCANTINS;63
1703305;TO;BOM JESUS DO TOCANTINS;63
1703206;TO;BERNARDO SAYÃO;63
1703107;TO;BARROLÂNDIA;63
1703073;TO;BARRA DO OURO;63
1703057;TO;BANDEIRANTES DO TOCANTINS;63
1703008;TO;BABAÇULÂNDIA;63
1702901;TO;AXIXÁ DO TOCANTINS;63
1702703;TO;AURORA DO TOCANTINS;63
1702554;TO;AUGUSTINÓPOLIS;63
1702406;TO;ARRAIAS;63
1702307;TO;ARAPOEMA;63
1702208;TO;ARAGUATINS;63
1702158;TO;ARAGUANÃ;63
1702109;TO;ARAGUAÍNA;63
1702000;TO;ARAGUAÇU;63
1701903;TO;ARAGUACEMA;63
1701309;TO;ARAGOMINAS;63
1701101;TO;APARECIDA DO RIO NEGRO;63
1701051;TO;ANGICO;63
1701002;TO;ANANÁS;63
1700707;TO;ALVORADA;63
1700400;TO;ALMAS;63
1700350;TO;ALIANÇA DO TOCANTINS;63
1700301;TO;AGUIARNÓPOLIS;63
1700251;TO;ABREULÂNDIA;63
1600808;AP;VITÓRIA DO JARI;96
1600709;AP;TARTARUGALZINHO;96
1600600;AP;SANTANA;96
1600550;AP;PRACUÚBA;96
1600535;AP;PORTO GRANDE;96
1600501;AP;OIAPOQUE;96
1600402;AP;MAZAGÃO;96
1600303;AP;MACAPÁ;96
1600279;AP;LARANJAL DO JARI;96
1600253;AP;ITAUBAL;96
1600238;AP;FERREIRA GOMES;96
1600212;AP;CUTIAS;96
1600204;AP;CALÇOENE;96
1600154;AP;PEDRA BRANCA DO AMAPARI;96
1600105;AP;AMAPÁ;96
1600055;AP;SERRA DO NAVIO;96
1508407;PA;XINGUARA;94
1508357;PA;VITÓRIA DO XINGU;93
1508308;PA;VISEU;91
1508209;PA;VIGIA;91
1508159;PA;URUARÁ;93
1508126;PA;ULIANÓPOLIS;91
1508100;PA;TUCURUÍ;94
1508084;PA;TUCUMÃ;94
1508050;PA;TRAIRÃO;93
1508035;PA;TRACUATEUA;91
1508001;PA;TOMÉ-AÇU;91
1507979;PA;TERRA SANTA;93
1507961;PA;TERRA ALTA;91
1507953;PA;TAILÂNDIA;91
1507904;PA;SOURE;91
1507805;PA;SENADOR JOSÉ PORFÍRIO;91
1507755;PA;SAPUCAIA;94
1507706;PA;SÃO SEBASTIÃO DA BOA VISTA;91
1507607;PA;SÃO MIGUEL DO GUAMÁ;91
1507508;PA;SÃO JOÃO DO ARAGUAIA;94
1507474;PA;SÃO JOÃO DE PIRABAS;91
1507466;PA;SÃO JOÃO DA PONTA;91
1507458;PA;SÃO GERALDO DO ARAGUAIA;94
1507409;PA;SÃO FRANCISCO DO PARÁ;91
1507300;PA;SÃO FÉLIX DO XINGU;94
1507201;PA;SÃO DOMINGOS DO CAPIM;91
1507151;PA;SÃO DOMINGOS DO ARAGUAIA;94
1507102;PA;SÃO CAETANO DE ODIVELAS;91
1507003;PA;SANTO ANTÔNIO DO TAUÁ;91
1506906;PA;SANTARÉM NOVO;91
1506807;PA;SANTARÉM;93
1506708;PA;SANTANA DO ARAGUAIA;94
1506609;PA;SANTA MARIA DO PARÁ;91
1506583;PA;SANTA MARIA DAS BARREIRAS;94
1506559;PA;SANTA LUZIA DO PARÁ;91
1506401;PA;SANTA CRUZ DO ARARI;91
1506351;PA;SANTA BÁRBARA DO PARÁ;91
1506302;PA;SALVATERRA;91
1506203;PA;SALINÓPOLIS;91
1506195;PA;RURÓPOLIS;93
1506187;PA;RONDON DO PARÁ;94
1506161;PA;RIO MARIA;94
1506138;PA;REDENÇÃO;94
1506112;PA;QUATIPURU;91
1506104;PA;PRIMAVERA;91
1506005;PA;PRAINHA;93
1505908;PA;PORTO DE MOZ;93
1505809;PA;PORTEL;91
1505700;PA;PONTA DE PEDRAS;91
1505650;PA;PLACAS;93
1505635;PA;PIÇARRA;94
1505601;PA;PEIXE-BOI;91
1505551;PA;PAU D'ARCO;94
1505536;PA;PARAUAPEBAS;94
1505502;PA;PARAGOMINAS;91
1505494;PA;PALESTINA DO PARÁ;94
1505486;PA;PACAJÁ;91
1505437;PA;OURILÂNDIA DO NORTE;94
1505403;PA;OURÉM;91
1505304;PA;ORIXIMINÁ;93
1505205;PA;OEIRAS DO PARÁ;91
1505106;PA;ÓBIDOS;93
1505064;PA;NOVO REPARTIMENTO;94
1505031;PA;NOVO PROGRESSO;93
1505007;PA;NOVA TIMBOTEUA;91
1504976;PA;NOVA IPIXUNA;94
1504950;PA;NOVA ESPERANÇA DO PIRIÁ;91
1504901;PA;MUANÁ;91
1504802;PA;MONTE ALEGRE;93
1504752;PA;MOJUÍ DOS CAMPOS;93
1504703;PA;MOJU;91
1504604;PA;MOCAJUBA;91
1504505;PA;MELGAÇO;91
1504455;PA;MEDICILÂNDIA;93
1504422;PA;MARITUBA;91
1504406;PA;MARAPANIM;91
1504307;PA;MARACANÃ;91
1504208;PA;MARABÁ;94
1504109;PA;MAGALHÃES BARATA;91
1504059;PA;MÃE DO RIO;91
1504000;PA;LIMOEIRO DO AJURU;91
1503903;PA;JURUTI;93
1503804;PA;JACUNDÁ;94
1503754;PA;JACAREACANGA;93
1503705;PA;ITUPIRANGA;94
1503606;PA;ITAITUBA;93
1503507;PA;IRITUIA;91
1503457;PA;IPIXUNA DO PARÁ;91
1503408;PA;INHANGAPI;91
1503309;PA;IGARAPÉ-MIRI;91
1503200;PA;IGARAPÉ-AÇU;91
1503101;PA;GURUPÁ;91
1503093;PA;GOIANÉSIA DO PARÁ;94
1503077;PA;GARRAFÃO DO NORTE;91
1503044;PA;FLORESTA DO ARAGUAIA;94
1503002;PA;FARO;93
1502954;PA;ELDORADO DOS CARAJÁS;94
1502939;PA;DOM ELISEU;94
1502905;PA;CURUÇÁ;91
1502855;PA;CURUÁ;93
1502806;PA;CURRALINHO;91
1502772;PA;CURIONÓPOLIS;94
1502764;PA;CUMARU DO NORTE;94
1502756;PA;CONCÓRDIA DO PARÁ;91
1502707;PA;CONCEIÇÃO DO ARAGUAIA;94
1502608;PA;COLARES;91
1502509;PA;CHAVES;91
1502400;PA;CASTANHAL;91
1502301;PA;CAPITÃO POÇO;91
1502202;PA;CAPANEMA;91
1502152;PA;CANAÃ DOS CARAJÁS;94
1502103;PA;CAMETÁ;91
1502004;PA;CACHOEIRA DO ARARI;91
1501956;PA;CACHOEIRA DO PIRIÁ;91
1501907;PA;BUJARU;91
1501808;PA;BREVES;91
1501782;PA;BREU BRANCO;94
1501758;PA;BREJO GRANDE DO ARAGUAIA;94
1501725;PA;BRASIL NOVO;93
1501709;PA;BRAGANÇA;91
1501600;PA;BONITO;91
1501576;PA;BOM JESUS DO TOCANTINS;94
1501501;PA;BENEVIDES;91
1501451;PA;BELTERRA;93
1501402;PA;BELÉM;91
1501303;PA;BARCARENA;91
1501253;PA;BANNACH;94
1501204;PA;BAIÃO;91
1501105;PA;BAGRE;91
1501006;PA;AVEIRO;93
1500958;PA;AURORA DO PARÁ;91
1500909;PA;AUGUSTO CORRÊA;91
1500859;PA;ANAPU;91
1500800;PA;ANANINDEUA;91
1500701;PA;ANAJÁS;91
1500602;PA;ALTAMIRA;93
1500503;PA;ALMEIRIM;93
1500404;PA;ALENQUER;93
1500347;PA;ÁGUA AZUL DO NORTE;94
1500305;PA;AFUÁ;91
1500206;PA;ACARÁ;91
1500131;PA;ABEL FIGUEIREDO;94
1500107;PA;ABAETETUBA;91
1400704;RR;UIRAMUTÃ;95
1400605;RR;SÃO LUIZ;95
1400506;RR;SÃO JOÃO DA BALIZA;95
1400472;RR;RORAINÓPOLIS;95
1400456;RR;PACARAIMA;95
1400407;RR;NORMANDIA;95
1400308;RR;MUCAJAÍ;95
1400282;RR;IRACEMA;95
1400233;RR;CAROEBE;95
1400209;RR;CARACARAÍ;95
1400175;RR;CANTÁ;95
1400159;RR;BONFIM;95
1400100;RR;BOA VISTA;95
1400050;RR;ALTO ALEGRE;95
1400027;RR;AMAJARI;95
1304401;AM;URUCURITUBA;92
1304302;AM;URUCARÁ;92
1304260;AM;UARINI;97
1304237;AM;TONANTINS;97
1304203;AM;TEFÉ;97
1304104;AM;TAPAUÁ;97
1304062;AM;TABATINGA;97
1304005;AM;SILVES;92
1303957;AM;SÃO SEBASTIÃO DO UATUMÃ;92
1303908;AM;SÃO PAULO DE OLIVENÇA;97
1303809;AM;SÃO GABRIEL DA CACHOEIRA;97
1303700;AM;SANTO ANTÔNIO DO IÇÁ;97
1303601;AM;SANTA ISABEL DO RIO NEGRO;97
1303569;AM;RIO PRETO DA EVA;92
1303536;AM;PRESIDENTE FIGUEIREDO;92
1303502;AM;PAUINI;97
1303403;AM;PARINTINS;92
1303304;AM;NOVO ARIPUANÃ;97
1303205;AM;NOVO AIRÃO;92
1303106;AM;NOVA OLINDA DO NORTE;92
1303007;AM;NHAMUNDÁ;92
1302900;AM;MAUÉS;92
1302801;AM;MARAÃ;97
1302702;AM;MANICORÉ;97
1302603;AM;MANAUS;92
1302553;AM;MANAQUIRI;92
1302504;AM;MANACAPURU;92
1302405;AM;LÁBREA;97
1302306;AM;JUTAÍ;97
1302207;AM;JURUÁ;97
1302108;AM;JAPURÁ;97
1302009;AM;ITAPIRANGA;92
1301951;AM;ITAMARATI;97
1301902;AM;ITACOATIARA;92
1301852;AM;IRANDUBA;92
1301803;AM;IPIXUNA;97
1301704;AM;HUMAITÁ;97
1301654;AM;GUAJARÁ;97
1301605;AM;FONTE BOA;97
1301506;AM;ENVIRA;97
1301407;AM;EIRUNEPÉ;97
1301308;AM;CODAJÁS;97
1301209;AM;COARI;97
1301159;AM;CAREIRO DA VÁRZEA;92
1301100;AM;CAREIRO;92
1301001;AM;CARAUARI;97
1300904;AM;CANUTAMA;97
1300839;AM;CAAPIRANGA;92
1300805;AM;BORBA;92
1300706;AM;BOCA DO ACRE;97
1300680;AM;BOA VISTA DO RAMOS;92
1300631;AM;BERURI;97
1300607;AM;BENJAMIN CONSTANT;97
1300508;AM;BARREIRINHA;92
1300409;AM;BARCELOS;97
1300300;AM;AUTAZES;92
1300201;AM;ATALAIA DO NORTE;97
1300144;AM;APUÍ;97
1300102;AM;ANORI;97
1300086;AM;ANAMÃ;97
1300060;AM;AMATURÁ;97
1300029;AM;ALVARÃES;97
1200807;AC;PORTO ACRE;68
1200708;AC;XAPURI;68
1200609;AC;TARAUACÁ;68
1200500;AC;SENA MADUREIRA;68
1200450;AC;SENADOR GUIOMARD;68
1200435;AC;SANTA ROSA DO PURUS;68
1200427;AC;RODRIGUES ALVES;68
1200401;AC;RIO BRANCO;68
1200393;AC;PORTO WALTER;68
1200385;AC;PLÁCIDO DE CASTRO;68
1200351;AC;MARECHAL THAUMATURGO;68
1200344;AC;MANOEL URBANO;68
1200336;AC;MÂNCIO LIMA;68
1200328;AC;JORDÃO;68
1200302;AC;FEIJÓ;68
1200252;AC;EPITACIOLÂNDIA;68
1200203;AC;CRUZEIRO DO SUL;68
1200179;AC;CAPIXABA;68
1200138;AC;BUJARI;68
1200104;AC;BRASILÉIA;68
1200054;AC;ASSIS BRASIL;68
1200013;AC;ACRELÂNDIA;68
1101807;RO;VALE DO PARAÍSO;69
1101757;RO;VALE DO ANARI;69
1101708;RO;URUPÁ;69
1101609;RO;THEOBROMA;69
1101559;RO;TEIXEIRÓPOLIS;69
1101500;RO;SERINGUEIRAS;69
1101492;RO;SÃO FRANCISCO DO GUAPORÉ;69
1101484;RO;SÃO FELIPE D'OESTE;69
1101476;RO;PRIMAVERA DE RONDÔNIA;69
1101468;RO;PIMENTEIRAS DO OESTE;69
1101450;RO;PARECIS;69
1101435;RO;NOVA UNIÃO;69
1101401;RO;MONTE NEGRO;69
1101302;RO;MIRANTE DA SERRA;69
1101203;RO;MINISTRO ANDREAZZA;69
1101104;RO;ITAPUÃ DO OESTE;69
1101005;RO;GOVERNADOR JORGE TEIXEIRA;69
1100940;RO;CUJUBIM;69
1100924;RO;CHUPINGUAIA;69
1100908;RO;CASTANHEIRAS;69
1100809;RO;CANDEIAS DO JAMARI;69
1100700;RO;CAMPO NOVO DE RONDÔNIA;69
1100601;RO;CACAULÂNDIA;69
1100502;RO;NOVO HORIZONTE DO OESTE;69
1100452;RO;BURITIS;69
1100403;RO;ALTO PARAÍSO;69
1100346;RO;ALVORADA D'OESTE;69
1100338;RO;NOVA MAMORÉ;69
1100320;RO;SÃO MIGUEL DO GUAPORÉ;69
1100304;RO;VILHENA;69
1100296;RO;SANTA LUZIA D'OESTE;69
1100288;RO;ROLIM DE MOURA;69
1100262;RO;RIO CRESPO;69
1100254;RO;PRESIDENTE MÉDICI;69
1100205;RO;PORTO VELHO;69
1100189;RO;PIMENTA BUENO;69
1100155;RO;OURO PRETO DO OESTE;69
1100148;RO;NOVA BRASILÂNDIA D'OESTE;69
1100130;RO;MACHADINHO D'OESTE;69
1100122;RO;JI-PARANÁ;69
1100114;RO;JARU;69
1100106;RO;GUAJARÁ-MIRIM;69
1100098;RO;ESPIGÃO D'OESTE;69
1100080;RO;COSTA MARQUES;69
1100072;RO;CORUMBIARA;69
1100064;RO;COLORADO DO OESTE;69
1100056;RO;CEREJEIRAS;69
1100049;RO;CACOAL;69
1100031;RO;CABIXI;69
1100023;RO;ARIQUEMES;69
1100015;RO;ALTA FLORESTA D'OESTE;69
